label_name,category
Corpus ulnae,organ – cardiovascular system
Crista supinatoria,soft tissue structure – musculoskeletal system
Facies anterior ulnae,direction – general anatomy
Margo interosseus ulnae,soft tissue structure – musculoskeletal system
Facies posterior ulnae,direction – general anatomy
Margo posterior ulnae,direction – general anatomy
Facies medialis ulnae,direction – general anatomy
Margo anterior ulnae,direction – general anatomy
Caput ulnae,soft tissue structure – musculoskeletal system
Circumferentia articularis capitis ulnae,organ – urinary system
Processus styloideus ulnae,soft tissue structure – musculoskeletal system
OSSA MANUS,bone – skeletal system
Ossa carpi Ossa carpea,bone – skeletal system
Os scaphoideum,bone – skeletal system
Tuberculum ossis scaphoidei,soft tissue structure – musculoskeletal system
Os lunatum,bone – skeletal system
Os triquetrum,bone – skeletal system
Os pisiforme,bone – skeletal system
Os trapezium,bone – skeletal system
Tuberculum ossis trapezii,soft tissue structure – musculoskeletal system
Os trapezoideum,bone – skeletal system
Os capitatum,bone – skeletal system
Os hamatum,bone – skeletal system
Hamulus ossis hamati,soft tissue structure – musculoskeletal system
Sulcus carpi,soft tissue structure – musculoskeletal system
Ossa accessoria carpi Ossa carpea accessoria Accessory carpal bones,bone – skeletal system
(Os centrale),bone – skeletal system
Ossa metacarpi,bone – skeletal system
Os metacarpi,bone – skeletal system
Basis ossis metacarpi Basis ossis metacarpei,soft tissue structure – musculoskeletal system
Corpus ossis metacarpi Corpus ossis metacarpei,organ – cardiovascular system
Caput ossis metacarpi Caput ossis metacarpei,soft tissue structure – musculoskeletal system
Os tertium metacarpi Os III metacarpi Third metacarpal bone Third metacarpal bone,bone – skeletal system
Processus styloideus ossis tertii metacarpi,soft tissue structure – musculoskeletal system
Phalanges manus ,soft tissue structure – musculoskeletal system
Ossa digitorum manus ,bone – skeletal system
Phalanges digitorum manus,soft tissue structure – musculoskeletal system
Phalanx manus,soft tissue structure – musculoskeletal system
Basis phalangis manus,soft tissue structure – musculoskeletal system
Corpus phalangis manus,organ – cardiovascular system
Caput phalangis manus,soft tissue structure – musculoskeletal system
Trochlea phalangis manus,soft tissue structure – musculoskeletal system
Tuberositas phalangis distalis manus,direction – general anatomy
Ossa sesamoidea manus,bone – skeletal system
PELVIS OSSEA,soft tissue structure – musculoskeletal system
Cavitas pelvis osseae,soft tissue structure – musculoskeletal system
Arcus pubicus,soft tissue structure – musculoskeletal system
Angulus subpubicus,soft tissue structure – musculoskeletal system
Pelvis major,soft tissue structure – musculoskeletal system
Pelvis minor,soft tissue structure – musculoskeletal system
Apertura superior pelvis,direction – general anatomy
Apertura inferior pelvis,direction – general anatomy
Axis pelvis,soft tissue structure – musculoskeletal system
Diameter transversus ,soft tissue structure – musculoskeletal system
Diametrus transversa ,soft tissue structure – musculoskeletal system
Transverse diameter ,soft tissue structure – musculoskeletal system
Transverse diameter,soft tissue structure – musculoskeletal system
Diameter obliquus Diametrus obliqua ,soft tissue structure – musculoskeletal system
Oblique diameter ,soft tissue structure – musculoskeletal system
Diametri conjugati Diametri conjugatae ,soft tissue structure – musculoskeletal system
Conjugata vera anatomica,soft tissue structure – musculoskeletal system
Conjugata vera obstetrica,soft tissue structure – musculoskeletal system
Conjugata diagonalis,soft tissue structure – musculoskeletal system
Conjugata recta,soft tissue structure – musculoskeletal system
Conjugata mediana,soft tissue structure – musculoskeletal system
Conjugata externa,soft tissue structure – musculoskeletal system
Distantia interspinalis,soft tissue structure – musculoskeletal system
Distantia intercristalis,soft tissue structure – musculoskeletal system
Distantia intertrochanterica,soft tissue structure – musculoskeletal system
Inclinatio pelvis,soft tissue structure – musculoskeletal system
OSSA MEMBRI INFERIORIS,bone – skeletal system
OS COXAE,bone – skeletal system
Acetabulum,soft tissue structure – musculoskeletal system
Margo acetabuli Limbus acetabuli,soft tissue structure – musculoskeletal system
Fossa acetabuli,soft tissue structure – musculoskeletal system
Incisura acetabuli,soft tissue structure – musculoskeletal system
Facies lunata,soft tissue structure – musculoskeletal system
Ramus ischiopubicus,soft tissue structure – musculoskeletal system
Foramen obturatum,soft tissue structure – musculoskeletal system
Incisura ischiadica major,soft tissue structure – musculoskeletal system
Foramen ischiadicum majus,soft tissue structure – musculoskeletal system
Os ilium,bone – skeletal system
Corpus ossis ilium,organ – cardiovascular system
Sulcus supraacetabularis,soft tissue structure – musculoskeletal system
Linea arcuata ossis ilium,soft tissue structure – musculoskeletal system
Ala ossis ilium,soft tissue structure – musculoskeletal system
Crista iliaca,soft tissue structure – musculoskeletal system
Labium externum cristae iliacae,soft tissue structure – musculoskeletal system
Tuberculum iliacum,soft tissue structure – musculoskeletal system
Linea intermedia,soft tissue structure – musculoskeletal system
Labium internum cristae iliacae,soft tissue structure – musculoskeletal system
Spina iliaca anterior superior,direction – general anatomy
Spina iliaca anterior inferior,direction – general anatomy
Spina iliaca posterior superior,direction – general anatomy
Spina iliaca posterior inferior,direction – general anatomy
Fossa iliaca,soft tissue structure – musculoskeletal system
Facies glutea ossis ilium,soft tissue structure – musculoskeletal system
Linea glutea anterior,direction – general anatomy
Linea glutea posterior,direction – general anatomy
Linea glutea inferior,direction – general anatomy
Facies sacropelvica ossis ilium,soft tissue structure – musculoskeletal system
Facies auricularis ossis ilium,soft tissue structure – musculoskeletal system
Tuberositas iliaca,soft tissue structure – musculoskeletal system
Os ischii Ischium Ischium Ischium Ischial bone,bone – skeletal system
Corpus ossis ischii,organ – cardiovascular system
Ramus ossis ischii,soft tissue structure – musculoskeletal system
Tuber ischiadicum,soft tissue structure – musculoskeletal system
Spina ischiadica,soft tissue structure – musculoskeletal system
Incisura ischiadica minor,soft tissue structure – musculoskeletal system
Foramen ischiadicum minus,soft tissue structure – musculoskeletal system
Os pubis,bone – skeletal system
Corpus ossis pubis,organ – cardiovascular system
Tuberculum pubicum,soft tissue structure – musculoskeletal system
Facies symphysialis ossis pubis,soft tissue structure – musculoskeletal system
Crista pubica,soft tissue structure – musculoskeletal system
Ramus superior ossis pubis,direction – general anatomy
Eminentia iliopubica,soft tissue structure – musculoskeletal system
Pecten ossis pubis Pecten pubicus,soft tissue structure – musculoskeletal system
Crista obturatoria,soft tissue structure – musculoskeletal system
Sulcus obturatorius,soft tissue structure – musculoskeletal system
Tuberculum obturatorium anterius,soft tissue structure – musculoskeletal system
(Tuberculum obturatorium posterius),soft tissue structure – musculoskeletal system
Ramus inferior ossis pubis,direction – general anatomy
Ossa partis liberae membri inferioris,bone – skeletal system
OS FEMORIS,bone – skeletal system
Caput ossis femoris Caput femoris,soft tissue structure – musculoskeletal system
Fovea capitis ossis femoris Fovea capitis femoris,soft tissue structure – musculoskeletal system
Collum ossis femoris Collum femoris,soft tissue structure – musculoskeletal system
Trochanter major,soft tissue structure – musculoskeletal system
Fossa trochanterica,soft tissue structure – musculoskeletal system
Trochanter minor,soft tissue structure – musculoskeletal system
(Trochanter tertius),soft tissue structure – musculoskeletal system
Linea intertrochanterica,soft tissue structure – musculoskeletal system
Crista intertrochanterica,soft tissue structure – musculoskeletal system
Tuberculum quadratum,soft tissue structure – musculoskeletal system
Corpus ossis femoris Corpus femoris,organ – cardiovascular system
Linea aspera,soft tissue structure – musculoskeletal system
Labium laterale lineae asperae,direction – general anatomy
Labium mediale lineae asperae,direction – general anatomy
Linea pectinea,soft tissue structure – musculoskeletal system
Tuberositas glutea,soft tissue structure – musculoskeletal system
Facies poplitea ossis femoris Facies poplitea femoris,soft tissue structure – musculoskeletal system
Linea supracondylaris medialis,direction – general anatomy
Linea supracondylaris lateralis,direction – general anatomy
Condylus medialis ossis femoris ,direction – general anatomy
Condylus medialis femoris ,direction – general anatomy
Medial condyle of femur ,direction – general anatomy
Medial condyle of femur,direction – general anatomy
Epicondylus medialis ossis femoris ,direction – general anatomy
Epicondylus medialis femoris,direction – general anatomy
Tuberculum adductorium,soft tissue structure – musculoskeletal system
